ISO3,countryname,year,id,NOMINAL_GDP,REAL_GDP,INFLATION,UNEMPLOYMENT
SRB,Serbia,2024,SRB,9638519.0,6146634.5,4.6664324,7.2417498
SRB,Serbia,2025,SRB,10403702.0,6359514.0,4.0233259,8.4829998
SSD,South Sudan,2020,SSD,3007890.0,25659.09,29.675844,
SSD,South Sudan,2021,SSD,4245061.0,25031.42,30.229,
SSD,South Sudan,2022,SSD,9944566.0,23733.41,-6.6873207,
SSD,South Sudan,2023,SSD,15447612.0,24334.891,2.3828044,
SSD,South Sudan,2024,SSD,28075836.0,,91.440819,
SSD,South Sudan,2025,SSD,45943500.0,,65.738892,
STP,Sao Tome and Principe,2020,STP,10247.3,8412.6914,7.8670001,
STP,Sao Tome and Principe,2021,STP,10942.039,8572.4736,8.1379995,
STP,Sao Tome and Principe,2022,STP,12690.136,8586.9346,18.005634,
STP,Sao Tome and Principe,2023,STP,15499.918,8618.9004,23.861238,
STP,Sao Tome and Principe,2024,STP,17884.012,8696.4697,14.351928,
STP,Sao Tome and Principe,2025,STP,20339.752,8969.0098,9.5983429,
SUN,Soviet Union,2020,SUN,,,,
SUN,Soviet Union,2021,SUN,,,,
SUN,Soviet Union,2022,SUN,,,,
SUR,Suriname,2020,SUR,38719.469,15090.421,49.769001,11.147
SUR,Suriname,2021,SUR,60703.566,14722.911,59.11171,11.2
SUR,Suriname,2022,SUR,89471.625,15077.177,52.446026,10.9
SUR,Suriname,2023,SUR,138223.34,15460.072,57.559803,10.6
SUR,Suriname,2024,SUR,170157.03,15899.073,16.229616,10.3
SUR,Suriname,2025,SUR,189067.88,16409.051,8.7174311,9.5
SVK,Slovakia,2020,SVK,94320.586,87398.555,2.0142486,6.6500001
SVK,Slovakia,2021,SVK,101960.02,92403.859,2.8195851,6.8169999
SVK,Slovakia,2022,SVK,110088.57,92819.383,12.126488,6.1830001
SVK,Slovakia,2023,SVK,122918.88,94098.742,10.983606,5.8169999
SVK,Slovakia,2024,SVK,132025.27,96280.961,3.1929297,5.3000002
SVK,Slovakia,2025,SVK,140553.36,98633.25,4.3813009,5.3402085
SVN,Slovenia,2020,SVN,46738.699,43226.152,-0.27510861,5.0
SVN,Slovenia,2021,SVN,52022.645,46852.676,2.0471439,4.7249999
SVN,Slovenia,2022,SVN,56908.77,48117.344,9.3214397,4.0
SVN,Slovenia,2023,SVN,63951.238,49133.863,7.2182431,3.675
SVN,Slovenia,2024,SVN,66080.813,49661.844,1.8525627,3.7
SVN,Slovenia,2025,SVN,69424.031,50960.633,2.3595829,3.6899157
SWE,Sweden,2020,SWE,5019437.0,4511915.5,0.49736732,8.4829998
SWE,Sweden,2021,SWE,5452104.0,4770982.0,2.1631973,8.8920002
SWE,Sweden,2022,SWE,5853893.0,4846126.0,8.3692913,7.4829998
SWE,Sweden,2023,SWE,6209087.0,4843410.0,8.548625,7.6669998
SWE,Sweden,2024,SWE,6401565.0,4870443.0,2.8350365,8.3999996
SWE,Sweden,2025,SWE,6553146.0,4959476.0,0.83590525,8.3352833
SWZ,Eswatini,2020,SWZ,65588.461,56823.691,4.1149998,21.65
SWZ,Eswatini,2021,SWZ,67808.133,58775.566,3.7190001,35.707001
SWZ,Eswatini,2022,SWZ,73824.883,59433.613,4.802,
SWZ,Eswatini,2023,SWZ,84398.078,61480.793,4.9489999,
SWZ,Eswatini,2024,SWZ,89011.641,63104.32,4.0341563,
SWZ,Eswatini,2025,SWZ,96722.102,66337.555,5.2082906,
SXM,Sint Maarten,2020,SXM,2220.1001,2046.6641,,
SXM,Sint Maarten,2021,SXM,2478.5,2140.3521,,
SXM,Sint Maarten,2022,SXM,2808.2339,2350.1067,,
SXM,Sint Maarten,2023,SXM,3002.4106,2439.4106,,
SXM,Sint Maarten,2024,SXM,3200.5696,2524.7903,,
SYC,Seychelles,2020,SYC,24356.0,22349.068,3.898,3.0
SYC,Seychelles,2021,SYC,25164.0,22472.5,9.7700005,3.0
SYC,Seychelles,2022,SYC,29373.0,25328.859,2.6260364,3.0
SYC,Seychelles,2023,SYC,30015.9,25901.102,-1.035,2.934
SYC,Seychelles,2024,SYC,30824.857,26798.75,0.31172606,3.0
SYC,Seychelles,2025,SYC,32337.672,27743.49,1.725719,3.0
SYR,Syria,2020,SYR,18646826.0,4529992.5,,
SYR,Syria,2021,SYR,41455876.0,4613988.0,,
SYR,Syria,2022,SYR,88590464.0,4647799.0,,
SYR,Syria,2023,SYR,215143600.0,4591688.0,,
SYR,Syria,2024,SYR,,,,
SYR,Syria,2025,SYR,,,,
TCA,Turks and Caicos,2020,TCA,924.58301,1308.3916,2.3,
TCA,Turks and Caicos,2021,TCA,1045.7825,1696.0599,,
TCA,Turks and Caicos,2022,TCA,1228.7944,1934.986,,
TCA,Turks and Caicos,2023,TCA,1402.0544,2200.6816,,
TCA,Turks and Caicos,2024,TCA,1493.3698,2324.7302,,
TCD,Chad,2020,TCD,8419255.0,8918086.0,2.7969999,
TCD,Chad,2021,TCD,8850923.0,8944303.0,-0.77284437,
TCD,Chad,2022,TCD,10144399.0,10097815.0,5.7880268,
TCD,Chad,2023,TCD,10701814.0,10513588.0,10.083436,
TCD,Chad,2024,TCD,11547754.0,10897802.0,8.8995075,
TCD,Chad,2025,TCD,11826124.0,11085282.0,3.9079895,
TGO,Togo,2020,TGO,4308855.0,4136166.0,1.8275404,2.056
TGO,Togo,2021,TGO,4679632.0,4383959.0,4.5515289,2.056
TGO,Togo,2022,TGO,5154835.0,4636454.5,7.9675736,1.965
TGO,Togo,2023,TGO,5627469.0,4933555.0,5.059,
TGO,Togo,2024,TGO,6113902.0,5195034.0,2.8660138,
TGO,Togo,2025,TGO,6566698.5,5470371.0,2.3000555,
THA,Thailand,2020,THA,15661294.0,14807673.0,-0.84593713,1.7
THA,Thailand,2021,THA,16188611.0,15037514.0,1.2303954,1.9
THA,Thailand,2022,THA,17378016.0,15425537.0,6.0774121,1.3
THA,Thailand,2023,THA,17921212.0,15736787.0,3.8762424,0.97700161
THA,Thailand,2024,THA,18775258.0,16134292.0,0.39833301,0.99833333
THA,Thailand,2025,THA,19230906.0,16424710.0,0.69324088,1.0
TJK,Tajikistan,2020,TJK,83958.297,70415.023,8.5889997,1.9945248
TJK,Tajikistan,2021,TJK,101076.3,77034.031,8.9220467,2.0487051
TJK,Tajikistan,2022,TJK,118181.7,83196.758,6.5912347,2.0999999
TJK,Tajikistan,2023,TJK,130791.47,90102.086,3.5002296,
TJK,Tajikistan,2024,TJK,151102.33,97670.656,3.5046685,
TJK,Tajikistan,2025,TJK,169278.14,104242.46,4.3361554,
TKM,Turkmenistan,2020,TKM,160363.0,169423.81,7.5830002,4.5510001
TKM,Turkmenistan,2021,TKM,175026.0,179928.09,14.95,4.5289998
TKM,Turkmenistan,2022,TKM,197900.0,191083.63,11.476,4.1259999
TKM,Turkmenistan,2023,TKM,209605.67,203122.19,-1.738,4.1009998
TKM,Turkmenistan,2024,TKM,222089.72,207721.11,4.7980742,
TKM,Turkmenistan,2025,TKM,239690.73,212405.34,7.0380106,
TLS,Timor-Leste,2020,TLS,2162.6191,2590.9343,0.48800001,5.2350001
TLS,Timor-Leste,2021,TLS,3624.8896,2728.6563,3.7750001,5.0999999
TLS,Timor-Leste,2022,TLS,3208.594,2168.1472,7.0050001,1.5369999
TLS,Timor-Leste,2023,TLS,2079.917,1775.175,8.4200001,
TLS,Timor-Leste,2024,TLS,1881.2654,1736.3143,2.0628414,
TLS,Timor-Leste,2025,TLS,1974.6284,1794.8073,0.38227713,
TON,Tonga,2020,TON,1147.811,956.51007,0.242,4.1599998
TON,Tonga,2021,TON,1180.4794,959.97839,1.414,3.0999999
TON,Tonga,2022,TON,1177.176,937.8042,10.971365,3.0999999
TON,Tonga,2023,TON,1201.4401,957.34949,6.5774212,2.2224126
TON,Tonga,2024,TON,1284.4703,976.66211,3.1836462,
TON,Tonga,2025,TON,1366.5004,1003.3317,3.5691543,
TTO,Trinidad and Tobago,2020,TTO,141713.64,136723.27,0.59898633,5.6469998
TTO,Trinidad and Tobago,2021,TTO,163403.05,135476.36,2.0610688,5.3610001
TTO,Trinidad and Tobago,2022,TTO,192562.44,136942.52,5.5430841,4.9239998
TTO,Trinidad and Tobago,2023,TTO,172059.95,138896.84,5.9173541,3.3682499
TTO,Trinidad and Tobago,2024,TTO,163710.23,141189.47,0.52688462,4.1090002
TTO,Trinidad and Tobago,2025,TTO,169758.19,144532.17,1.3229594,4.0609999
TUN,Tunisia,2020,TUN,119633.43,88065.063,5.634151,17.4
TUN,Tunisia,2021,TUN,130466.1,92236.102,5.7063503,16.200001
TUN,Tunisia,2022,TUN,138415.7,94701.867,8.3064613,15.2
TUN,Tunisia,2023,TUN,150776.59,94738.953,9.3289957,15.09625
TUN,Tunisia,2024,TUN,167416.09,96018.539,7.2066164,
TUN,Tunisia,2025,TUN,180918.84,97391.469,6.1011887,
TUR,Turkey,2020,TUR,5048567.0,2762433.5,12.278957,13.1
TUR,Turkey,2021,TUR,7256143.0,3078439.5,19.596493,12.0
TUR,Turkey,2022,TUR,15011775.0,3248782.8,72.308838,10.4
TUR,Turkey,2023,TUR,26545722.0,3414833.5,53.859409,9.3999996
TUR,Turkey,2024,TUR,43534988.0,3535749.0,58.299206,8.7621727
TUR,Turkey,2025,TUR,58425204.0,3627374.8,30.667694,9.0082331
TUV,Tuvalu,2020,TUV,75.199997,57.609604,1.5700001,6.5300002
TUV,Tuvalu,2021,TUV,83.099998,58.64896,2.944,6.5300002
TUV,Tuvalu,2022,TUV,91.599998,59.046196,11.477,7.3179998
TUV,Tuvalu,2023,TUV,101.6519,61.321136,6.2049999,
TUV,Tuvalu,2024,TUV,105.97751,63.151615,1.1650946,
TUV,Tuvalu,2025,TUV,111.38452,64.982101,1.4615487,
TWN,Taiwan,2020,TWN,19914806.0,19715730.0,0.40000001,3.8499999
TWN,Taiwan,2021,TWN,21663232.0,21020996.0,3.4100001,3.95
TWN,Taiwan,2022,TWN,22679844.0,21565106.0,5.5500002,3.6700001
TWN,Taiwan,2023,TWN,23550852.0,21846666.0,3.8599999,3.48
TWN,Taiwan,2024,TWN,25076388.0,24666848.0,2.1798882,3.3199999
TWN,Taiwan,2025,TWN,26251674.0,25370832.0,1.5026436,3.3900001
TZA,Tanzania,2020,TZA,149649904.0,125568168.0,3.2902906,4.4775
TZA,Tanzania,2021,TZA,161120768.0,130994456.0,3.6899693,
TZA,Tanzania,2022,TZA,175722480.0,136975664.0,4.3502722,
TZA,Tanzania,2023,TZA,195819792.0,143919680.0,4.0285554,
TZA,Tanzania,2024,TZA,215839488.0,151873136.0,3.0569468,
TZA,Tanzania,2025,TZA,238637136.0,161015360.0,4.0418997,
UGA,Uganda,2020,UGA,141519504.0,123085848.0,3.7944229,2.563
UGA,Uganda,2021,UGA,153589888.0,127438880.0,2.2073009,3.4159999
UGA,Uganda,2022,UGA,174888016.0,133285800.0,7.1957889,
UGA,Uganda,2023,UGA,190117184.0,140399232.0,5.3509479,
UGA,Uganda,2024,UGA,208896160.0,149014768.0,3.3233807,
UGA,Uganda,2025,UGA,233066656.0,158132560.0,4.2214217,
UKR,Ukraine,2020,UKR,4222026.0,2143366.0,2.7324922,9.1499996
UKR,Ukraine,2021,UKR,5450849.0,2217218.3,9.3606253,9.8249998
UKR,Ukraine,2022,UKR,5239114.0,1579577.8,20.183636,24.528
UKR,Ukraine,2023,UKR,6627961.0,1667003.1,12.849022,19.072001
UKR,Ukraine,2024,UKR,7658659.0,1715576.6,6.5019846,13.1
UKR,Ukraine,2025,UKR,8749252.0,1749887.9,12.584434,11.573
URY,Uruguay,2020,URY,2254796.0,1511463.1,9.7564068,10.35
URY,Uruguay,2021,URY,2646327.0,1599797.1,7.7479138,9.375
URY,Uruguay,2022,URY,2888512.0,1671567.6,9.1043797,7.8670001
URY,Uruguay,2023,URY,2998594.3,1683972.8,5.8691034,8.3249998
URY,Uruguay,2024,URY,3224134.5,1736315.0,4.8491435,8.2114162
URY,Uruguay,2025,URY,3497351.3,1785688.4,5.5256014,8.0249996
USA,United States,2020,USA,21354104.0,19723582.0,1.2491888,8.1000004
USA,United States,2021,USA,23681170.0,20917856.0,4.682189,5.3579998
USA,United States,2022,USA,26006892.0,21443392.0,7.9916902,3.642
USA,United States,2023,USA,27720710.0,22062580.0,4.1282697,3.6329999
USA,United States,2024,USA,29169676.0,22673736.0,2.9269261,4.0211015
USA,United States,2025,USA,30467082.0,23212354.0,2.4004335,4.1389151
UZB,Uzbekistan,2020,UZB,605514880.0,280228672.0,12.855,10.531
UZB,Uzbekistan,2021,UZB,738425216.0,302744160.0,10.690866,9.625
UZB,Uzbekistan,2022,UZB,896617920.0,320912896.0,11.446644,8.8610001
UZB,Uzbekistan,2023,UZB,1066569024.0,341102848.0,9.9510002,6.8000002
UZB,Uzbekistan,2024,UZB,1284264576.0,363274560.0,9.6282549,5.54
UZB,Uzbekistan,2025,UZB,1539139200.0,384705664.0,8.7923822,5.04
VCT,St-Vincent,2020,VCT,2334.3315,2231.032,-0.60600001,
VCT,St-Vincent,2021,VCT,2399.4304,2277.7363,1.556,
VCT,St-Vincent,2022,VCT,2670.8101,2348.5933,5.6600976,
VCT,St-Vincent,2023,VCT,2945.687,2473.6877,4.5710001,
VCT,St-Vincent,2024,VCT,3179.1206,2574.1648,3.6277075,
VCT,St-Vincent,2025,VCT,3397.0073,2694.9912,2.0513897,
VEN,Venezuela,2020,VEN,5961.0693,2.2870769e-05,2355.1499,7.5300002
VEN,Venezuela,2021,VEN,78471.016,2.3098602e-05,1588.5132,
VEN,Venezuela,2022,VEN,267767.38,2.4947063e-05,200.914,
VEN,Venezuela,2023,VEN,1209550.0,2.5945807e-05,337.45801,
VEN,Venezuela,2024,VEN,,,,
VEN,Venezuela,2025,VEN,,,,
VGB,British Virgin Islands,2020,VGB,1428.75,1463.8646,0.40000001,
VGB,British Virgin Islands,2021,VGB,1460.1165,1503.2843,2.8,
VGB,British Virgin Islands,2022,VGB,1471.2333,1536.5314,,
VGB,British Virgin Islands,2023,VGB,1505.8561,1579.0153,,
VGB,British Virgin Islands,2024,VGB,,,,
VIR,US Virgin Islands,2020,VIR,4229.0,3810.5754,,
VIR,US Virgin Islands,2021,VIR,4507.0,3950.3323,,
VIR,US Virgin Islands,2022,VIR,4672.0,3898.5344,,
VIR,US Virgin Islands,2023,VIR,,,,
VIR,US Virgin Islands,2024,VIR,,,,
VNM,Vietnam,2020,VNM,8044385792.0,7029409280.0,3.2209344,2.48
VNM,Vietnam,2021,VNM,8487475712.0,7208920576.0,1.8347156,3.2
VNM,Vietnam,2022,VNM,9548737536.0,7824382464.0,3.1565075,2.3199999
VNM,Vietnam,2023,VNM,10221814784.0,8220689408.0,3.2528927,2.0791104
VNM,Vietnam,2024,VNM,11401998336.0,8803634176.0,3.6210928,1.52925
VNM,Vietnam,2025,VNM,12420972544.0,9257168896.0,2.9491208,2.03
VUT,Vanuatu,2020,VUT,104929.0,90286.172,2.915,4.046
VUT,Vanuatu,2021,VUT,107522.0,88884.664,2.3429999,
VUT,Vanuatu,2022,VUT,121883.92,93494.43,4.5840001,
VUT,Vanuatu,2023,VUT,133268.63,92592.398,13.002878,
VUT,Vanuatu,2024,VUT,137465.14,96265.773,4.2144351,
VUT,Vanuatu,2025,VUT,144465.41,97589.211,4.4715753,
WLF,Wallis and Futuna,2020,WLF,,,,3.381
WLF,Wallis and Futuna,2021,WLF,,,,3.381
WLF,Wallis and Futuna,2022,WLF,,,,3.381
WLF,Wallis and Futuna,2023,WLF,,,,3.2820001
WSM,Samoa,2020,WSM,2209.5874,2328.677,-1.5689125,4.9485302
WSM,Samoa,2021,WSM,2191.3811,2163.8337,-3.01,11.9
WSM,Samoa,2022,WSM,2304.7729,2049.0144,10.961883,5.0
WSM,Samoa,2023,WSM,2826.9775,2237.7012,7.9666629,
WSM,Samoa,2024,WSM,3248.2842,2448.5452,2.1724553,
WSM,Samoa,2025,WSM,3529.7356,2580.1873,3.0846479,
XKX,Kosovo,2020,XKX,6771.6001,6439.2002,0.2,25.950001
XKX,Kosovo,2021,XKX,7957.8999,7131.1001,3.4000001,20.75
XKX,Kosovo,2022,XKX,8895.7002,7436.2998,11.6,12.575
XKX,Kosovo,2023,XKX,9680.0996,7738.8999,4.9000001,10.875
XKX,Kosovo,2024,XKX,10350.4,8092.7002,1.6,
XKX,Kosovo,2025,XKX,10964.092,8416.6865,2.2358506,
YEM,Yemen,2020,YEM,6996575.5,5097879.0,26.183001,
YEM,Yemen,2021,YEM,9285948.0,5046900.5,45.695,
YEM,Yemen,2022,YEM,12220425.0,5122603.5,29.072001,
YEM,Yemen,2023,YEM,11868027.0,5020152.0,-1.225,
YEM,Yemen,2024,YEM,15669155.0,4944862.0,33.917629,
YEM,Yemen,2025,YEM,18588606.0,4870676.0,20.439756,
YUG,Yugoslavia,2020,YUG,,,,
YUG,Yugoslavia,2021,YUG,,,,
YUG,Yugoslavia,2022,YUG,,,,
ZAF,South Africa,2020,ZAF,5562760.5,4300904.5,3.2749078,29.174999
ZAF,South Africa,2021,ZAF,6220151.5,4514015.5,4.5556054,34.299999
ZAF,South Africa,2022,ZAF,6655524.0,4600300.0,6.8688593,33.5
ZAF,South Africa,2023,ZAF,7023994.5,4632432.5,5.8997521,32.374001
ZAF,South Africa,2024,ZAF,7386897.0,4677797.5,4.6260362,32.73217
ZAF,South Africa,2025,ZAF,7808360.0,4749058.0,3.9197631,32.078251
ZMB,Zambia,2020,ZMB,331363.66,198462.28,15.732585,6.0320001
ZMB,Zambia,2021,ZMB,442479.03,210836.22,22.020767,5.6490002
ZMB,Zambia,2022,ZMB,493505.0,221823.38,10.993204,6.098
ZMB,Zambia,2023,ZMB,557406.13,233730.72,10.953,5.9499998
ZMB,Zambia,2024,ZMB,688851.25,243180.81,14.985626,
ZMB,Zambia,2025,ZMB,823063.31,258257.59,14.196386,
ZWE,Zimbabwe,2020,ZWE,21664.746,19101.105,557.21002,7.3730001
ZWE,Zimbabwe,2021,ZWE,24118.15,20718.594,98.545998,9.54
ZWE,Zimbabwe,2022,ZWE,26418.594,21990.545,104.70517,10.139
ZWE,Zimbabwe,2023,ZWE,30368.203,23164.131,105.40199,9.3479996
ZWE,Zimbabwe,2024,ZWE,369182.31,23634.244,736.10614,
ZWE,Zimbabwe,2025,ZWE,719742.0,25096.152,92.164871,
